loc_rowid,pl_hostname,pl_letter,pl_name,pl_discmethod,pl_pnum,pl_orbper,pl_orbsmax,pl_orbeccen,pl_orbincl,pl_bmassj,pl_bmassprov,pl_radj,pl_dens,st_teff,st_mass,st_rad,rowupdate,pl_facility,last_updated
3427,Kepler-890,b,Kepler-890 b,Transit,1,52.75875577,,,,,,0.7929999999999999,,5954.0,1.09,1.13,2016-05-10,Kepler,2016-05-10
3428,Kepler-891,b,Kepler-891 b,Transit,1,53.44945593,,,,,,0.5720000000000001,,5887.0,1.06,1.07,2016-05-10,Kepler,2016-05-10
3429,Kepler-892,b,Kepler-892 b,Transit,1,13.7521072,,,,,,0.251,,4747.0,0.75,0.72,2016-05-10,Kepler,2016-05-10
3430,Kepler-893,b,Kepler-893 b,Transit,1,6.33855761,,,,,,0.27,,5820.0,1.0,0.99,2016-05-10,Kepler,2016-05-10
3431,Kepler-894,b,Kepler-894 b,Transit,1,9.803224,,,,,,0.248,,5603.0,0.87,0.85,2016-05-10,Kepler,2016-05-10
3432,Kepler-895,b,Kepler-895 b,Transit,1,2.80624233,,,,,,0.13699999999999998,,4315.0,0.65,0.61,2016-05-10,Kepler,2016-05-10
3433,Kepler-896,b,Kepler-896 b,Transit,1,144.547396,,,,,,0.226,,5262.0,0.84,0.81,2016-05-10,Kepler,2016-05-10
3434,Kepler-897,b,Kepler-897 b,Transit,1,8.0472642,,,,,,0.213,,5839.0,1.03,1.04,2016-05-10,Kepler,2016-05-10
3435,Kepler-898,b,Kepler-898 b,Transit,1,5.8706191,,,,,,0.133,,4223.0,0.65,0.62,2016-05-10,Kepler,2016-05-10
3436,Kepler-899,b,Kepler-899 b,Transit,1,19.17891293,,,,,,0.239,,5595.0,0.93,0.91,2016-05-10,Kepler,2016-05-10
3437,Kepler-9,b,Kepler-9 b,Transit,3,19.24,0.14,0.15,,0.252,Mass,0.8420000000000001,0.524,5777.0,1.07,1.02,2014-05-14,Kepler,2014-05-14
3438,Kepler-9,c,Kepler-9 c,Transit,3,38.91,0.225,0.13,,0.171,Mass,0.823,0.383,5777.0,1.07,1.02,2014-05-14,Kepler,2014-05-14
3439,Kepler-9,d,Kepler-9 d,Transit,3,1.592851,0.0273,,,,,0.146,,5777.0,1.07,1.02,2014-05-14,Kepler,2014-05-14
3440,Kepler-900,b,Kepler-900 b,Transit,1,6.9913086,,,,,,0.18600000000000003,,4836.0,0.78,0.73,2016-05-10,Kepler,2016-05-10
3441,Kepler-901,b,Kepler-901 b,Transit,1,3.51749439,,,,,,0.122,,4184.0,0.59,0.57,2016-05-10,Kepler,2016-05-10
3442,Kepler-902,b,Kepler-902 b,Transit,1,40.1099547,,,,,,0.22699999999999998,,5647.0,0.95,0.93,2016-05-10,Kepler,2016-05-10
3443,Kepler-903,b,Kepler-903 b,Transit,2,10.3507721,,,,,,0.179,,5682.0,0.98,0.97,2016-05-10,Kepler,2016-05-10
3444,Kepler-903,c,Kepler-903 c,Transit,2,62.9228557,,,,,,0.226,,5682.0,0.98,0.97,2016-05-10,Kepler,2016-05-10
3445,Kepler-904,b,Kepler-904 b,Transit,1,3.02166863,,,,,,0.158,,6160.0,1.16,1.25,2016-05-10,Kepler,2016-05-10
3446,Kepler-905,b,Kepler-905 b,Transit,1,5.08274652,,,,,,0.126,,5461.0,0.95,0.86,2016-05-10,Kepler,2016-05-10
3447,Kepler-906,b,Kepler-906 b,Transit,1,41.6979976,,,,,,0.188,,6035.0,1.06,1.02,2016-05-10,Kepler,2016-05-10
3448,Kepler-907,b,Kepler-907 b,Transit,1,15.86621821,,,,,,0.107,,6106.0,1.08,1.38,2016-05-10,Kepler,2016-05-10
3449,Kepler-908,b,Kepler-908 b,Transit,1,1.34059747,,,,,,0.109,,5973.0,1.11,1.12,2016-05-10,Kepler,2016-05-10
3450,Kepler-909,b,Kepler-909 b,Transit,1,13.93290318,,,,,,0.131,,6154.0,1.17,1.23,2016-05-10,Kepler,2016-05-10
3451,Kepler-91,b,Kepler-91 b,Transit,1,6.24658,0.0731,,69.68,0.81,Mass,1.367,0.4,4550.0,1.31,6.3,2015-10-15,Kepler,2015-10-15
3452,Kepler-910,b,Kepler-910 b,Transit,1,2.36436901,,,,,,0.073,,6230.0,1.26,1.5,2016-05-10,Kepler,2016-05-10
3453,Kepler-911,b,Kepler-911 b,Transit,1,20.310501,,,,,,0.23199999999999998,,6112.0,1.34,1.99,2016-05-10,Kepler,2016-05-10
3454,Kepler-912,b,Kepler-912 b,Transit,1,2.53475627,,,,,,0.25,,5998.0,1.07,1.11,2016-05-10,Kepler,2016-05-10
3455,Kepler-913,b,Kepler-913 b,Transit,1,10.29672521,,,,,,0.184,,4687.0,0.63,0.61,2016-05-10,Kepler,2016-05-10
3456,Kepler-914,b,Kepler-914 b,Transit,1,4.40966548,,,,,,0.12300000000000001,,5877.0,1.1,1.15,2016-05-10,Kepler,2016-05-10
3457,Kepler-915,b,Kepler-915 b,Transit,1,4.59489604,,,,,,0.134,,6173.0,1.21,1.38,2016-05-10,Kepler,2016-05-10
3458,Kepler-916,b,Kepler-916 b,Transit,1,32.2968798,,,,,,0.157,,5248.0,0.85,0.81,2016-05-10,Kepler,2016-05-10
3459,Kepler-917,b,Kepler-917 b,Transit,1,2.97041437,,,,,,0.17,,5418.0,0.8,0.76,2016-05-10,Kepler,2016-05-10
3460,Kepler-918,b,Kepler-918 b,Transit,1,4.85386933,,,,,,0.155,,6028.0,1.11,1.14,2016-05-10,Kepler,2016-05-10
3461,Kepler-919,b,Kepler-919 b,Transit,1,11.04603384,,,,,,0.201,,6113.0,1.15,1.21,2016-05-10,Kepler,2016-05-10
3462,Kepler-92,b,Kepler-92 b,Transit,3,13.749,,,,0.202,Mass,0.313,,5883.0,,1.53,2014-05-14,Kepler,2014-05-14
3463,Kepler-92,c,Kepler-92 c,Transit,3,26.723,,,,0.019,Mass,0.23199999999999998,,5883.0,,1.53,2014-05-14,Kepler,2014-05-14
3464,Kepler-92,d,Kepler-92 d,Transit,3,49.3568,,0.07,,,,0.184,,5883.0,,1.53,2015-05-21,Kepler,2015-05-21
3465,Kepler-920,b,Kepler-920 b,Transit,2,6.53192704,,,,,,0.21600000000000003,,5403.0,0.89,0.85,2016-05-10,Kepler,2016-05-10
3466,Kepler-920,c,Kepler-920 c,Transit,2,100.8274113,,,,,,0.33899999999999997,,5403.0,0.89,0.85,2016-05-10,Kepler,2016-05-10
3467,Kepler-921,b,Kepler-921 b,Transit,1,51.300634,,,,,,0.256,,5663.0,0.93,0.91,2016-05-10,Kepler,2016-05-10
3468,Kepler-922,b,Kepler-922 b,Transit,1,0.93846683,,,,,,0.127,,5671.0,0.95,0.93,2016-05-10,Kepler,2016-05-10
3469,Kepler-923,b,Kepler-923 b,Transit,1,6.93366476,,,,,,0.12300000000000001,,5988.0,1.11,1.26,2016-05-10,Kepler,2016-05-10
3470,Kepler-924,b,Kepler-924 b,Transit,1,61.0370117,,,,,,0.27399999999999997,,6167.0,1.14,1.23,2016-05-10,Kepler,2016-05-10
3471,Kepler-925,b,Kepler-925 b,Transit,1,33.8678531,,,,,,0.209,,4673.0,0.77,0.72,2016-05-10,Kepler,2016-05-10
3472,Kepler-926,b,Kepler-926 b,Transit,1,52.0688601,,,,,,0.20600000000000002,,5806.0,1.01,1.01,2016-05-10,Kepler,2016-05-10
3473,Kepler-927,b,Kepler-927 b,Transit,1,9.1149903,,,,,,0.153,,5743.0,0.99,0.99,2016-05-10,Kepler,2016-05-10
3474,Kepler-928,b,Kepler-928 b,Transit,1,3.9324613,,,,,,0.142,,4700.0,0.73,0.7,2016-05-10,Kepler,2016-05-10
3475,Kepler-929,b,Kepler-929 b,Transit,1,0.92103214,,,,,,0.099,,5869.0,1.01,1.02,2016-05-10,Kepler,2016-05-10
3476,Kepler-93,b,Kepler-93 b,Transit,2,4.72674,,0.0,89.18,0.01,Mass,0.14,,5669.0,1.09,0.98,2018-04-26,Kepler,2018-04-26
3477,Kepler-93,c,Kepler-93 c,Radial Velocity,2,1460.0,,,,3.0,Mass,,,5669.0,1.09,0.98,2014-05-14,W. M. Keck Observatory,2014-05-14
3478,Kepler-930,b,Kepler-930 b,Transit,1,71.4517775,,,,,,0.19,,6335.0,1.25,1.4,2016-05-10,Kepler,2016-05-10
3479,Kepler-931,b,Kepler-931 b,Transit,1,8.03755877,,,,,,0.11900000000000001,,5241.0,0.86,0.81,2016-05-10,Kepler,2016-05-10
3480,Kepler-932,b,Kepler-932 b,Transit,1,1.9214374,,,,,,0.122,,5331.0,0.87,0.84,2016-05-10,Kepler,2016-05-10
3481,Kepler-933,b,Kepler-933 b,Transit,1,14.20443009,,,,,,0.21899999999999997,,5346.0,0.87,0.84,2016-05-10,Kepler,2016-05-10
3482,Kepler-934,b,Kepler-934 b,Transit,1,55.6738309,,,,,,0.18600000000000003,,5001.0,0.81,0.77,2016-05-10,Kepler,2016-05-10
3483,Kepler-935,b,Kepler-935 b,Transit,1,4.88083852,,,,,,0.12,,4830.0,0.78,0.73,2016-05-10,Kepler,2016-05-10
3484,Kepler-936,b,Kepler-936 b,Transit,1,10.56134221,,,,,,0.129,,5482.0,0.92,0.89,2016-05-10,Kepler,2016-05-10
3485,Kepler-937,b,Kepler-937 b,Transit,2,67.668827,,,,,,0.332,,6095.0,1.15,1.22,2016-05-10,Kepler,2016-05-10
3486,Kepler-937,c,Kepler-937 c,Transit,2,153.343364,,,,,,0.23800000000000002,,6095.0,1.15,1.22,2016-05-10,Kepler,2016-05-10
3487,Kepler-938,b,Kepler-938 b,Transit,1,52.6298417,,,,,,0.198,,5533.0,0.92,0.89,2016-05-10,Kepler,2016-05-10
3488,Kepler-939,b,Kepler-939 b,Transit,1,14.878296,,,,,,0.156,,5471.0,0.88,0.85,2016-05-10,Kepler,2016-05-10
3489,Kepler-94,b,Kepler-94 b,Transit,2,2.50806,,,,0.034,Mass,0.313,1.45,4781.0,0.81,0.76,2014-05-14,Kepler,2014-05-14
3490,Kepler-94,c,Kepler-94 c,Radial Velocity,2,820.3,,,,9.836,Mass,,,4781.0,0.81,0.76,2014-05-14,W. M. Keck Observatory,2014-05-14
3491,Kepler-940,b,Kepler-940 b,Transit,1,59.6225257,,,,,,0.298,,5769.0,0.97,0.96,2016-05-10,Kepler,2016-05-10
3492,Kepler-941,b,Kepler-941 b,Transit,1,17.42395198,,,,,,0.275,,5539.0,0.89,0.86,2016-05-10,Kepler,2016-05-10
3493,Kepler-942,b,Kepler-942 b,Transit,1,44.96417488,,,,,,0.19,,4861.0,0.81,0.75,2016-05-10,Kepler,2016-05-10
3494,Kepler-943,b,Kepler-943 b,Transit,1,49.7701438,,,,,,0.529,,5612.0,0.93,0.91,2016-05-10,Kepler,2016-05-10
3495,Kepler-944,b,Kepler-944 b,Transit,1,43.3167737,,,,,,0.235,,5409.0,0.86,0.83,2016-05-10,Kepler,2016-05-10
3496,Kepler-945,b,Kepler-945 b,Transit,1,31.0033814,,,,,,0.235,,5718.0,0.97,0.97,2016-05-10,Kepler,2016-05-10
3497,Kepler-946,b,Kepler-946 b,Transit,1,11.79162572,,,,,,0.172,,5665.0,0.94,0.93,2016-05-10,Kepler,2016-05-10
3498,Kepler-947,b,Kepler-947 b,Transit,1,26.9644317,,,,,,0.203,,5508.0,0.9,0.87,2016-05-10,Kepler,2016-05-10
3499,Kepler-948,b,Kepler-948 b,Transit,1,7.76846622,,,,,,0.165,,5679.0,0.96,0.94,2016-05-10,Kepler,2016-05-10
3500,Kepler-949,b,Kepler-949 b,Transit,1,8.6893073,,,,,,0.26,,5403.0,0.89,0.86,2016-05-10,Kepler,2016-05-10
3501,Kepler-95,b,Kepler-95 b,Transit,1,11.5231,,,,0.041,Mass,0.305,1.71,5699.0,1.08,1.41,2014-05-14,Kepler,2014-05-14
3502,Kepler-950,b,Kepler-950 b,Transit,1,98.7180406,,,,,,0.8009999999999999,,5857.0,1.02,1.02,2016-05-10,Kepler,2016-05-10
3503,Kepler-951,b,Kepler-951 b,Transit,1,71.52530845,,,,,,0.499,,4834.0,0.77,0.73,2016-05-10,Kepler,2016-05-10
3504,Kepler-952,b,Kepler-952 b,Transit,1,130.3546919,,,,,,0.682,,5730.0,1.0,0.99,2016-05-10,Kepler,2016-05-10
3505,Kepler-953,b,Kepler-953 b,Transit,2,88.40655258,,,,,,0.376,,5416.0,0.95,0.99,2016-05-10,Kepler,2016-05-10
3506,Kepler-953,c,Kepler-953 c,Transit,2,9.10967112,,,,,,0.106,,5416.0,0.95,0.99,2016-05-10,Kepler,2016-05-10
3507,Kepler-954,b,Kepler-954 b,Transit,1,16.78176602,,,,,,0.207,,4990.0,0.82,0.76,2016-05-10,Kepler,2016-05-10
3508,Kepler-955,b,Kepler-955 b,Transit,1,14.53244172,,,,,,0.27899999999999997,,5350.0,0.89,0.84,2016-05-10,Kepler,2016-05-10
3509,Kepler-956,b,Kepler-956 b,Transit,1,5.24867263,,,,,,0.268,,6040.0,1.1,1.15,2016-05-10,Kepler,2016-05-10
3510,Kepler-957,b,Kepler-957 b,Transit,1,5.90741354,,,,,,0.491,,4963.0,0.81,0.75,2016-05-10,Kepler,2016-05-10
3511,Kepler-958,b,Kepler-958 b,Transit,1,9.7678805,,,,,,0.184,,5421.0,0.91,0.86,2016-05-10,Kepler,2016-05-10
3512,Kepler-959,b,Kepler-959 b,Transit,1,14.80074836,,,,,,0.391,,7005.0,1.6,2.01,2016-05-10,Kepler,2016-05-10
3513,Kepler-96,b,Kepler-96 b,Transit,1,16.2385,,,,0.027,Mass,0.23800000000000002,2.26,5690.0,1.0,1.02,2014-05-14,Kepler,2014-05-14
3514,Kepler-960,b,Kepler-960 b,Transit,1,3.12686223,,,,,,0.204,,4755.0,0.77,0.72,2016-05-10,Kepler,2016-05-10
3515,Kepler-961,b,Kepler-961 b,Transit,1,16.87727414,,,,,,0.22699999999999998,,5582.0,0.96,0.9,2016-05-10,Kepler,2016-05-10
3516,Kepler-962,b,Kepler-962 b,Transit,1,12.05707239,,,,,,0.17600000000000002,,5478.0,0.93,0.86,2016-05-10,Kepler,2016-05-10
3517,Kepler-963,b,Kepler-963 b,Transit,1,9.97683705,,,,,,0.237,,5461.0,0.91,0.87,2016-05-10,Kepler,2016-05-10
3518,Kepler-964,b,Kepler-964 b,Transit,1,13.5225106,,,,,,0.18899999999999997,,5427.0,0.93,0.84,2016-05-10,Kepler,2016-05-10
3519,Kepler-965,b,Kepler-965 b,Transit,1,134.2527298,,,,,,0.302,,5886.0,1.05,1.15,2016-05-10,Kepler,2016-05-10
3520,Kepler-966,b,Kepler-966 b,Transit,1,99.747622,,,,,,0.368,,5840.0,1.02,1.02,2016-05-10,Kepler,2016-05-10
3521,Kepler-967,b,Kepler-967 b,Transit,2,13.22713379,,,,,,0.21,,5178.0,0.84,0.8,2016-05-10,Kepler,2016-05-10
3522,Kepler-967,c,Kepler-967 c,Transit,2,198.7112502,,,,,,0.326,,5178.0,0.84,0.8,2016-05-10,Kepler,2016-05-10
3523,Kepler-968,b,Kepler-968 b,Transit,2,3.69298373,,,,,,0.17800000000000002,,4598.0,0.76,0.7,2016-05-10,Kepler,2016-05-10
3524,Kepler-968,c,Kepler-968 c,Transit,2,5.70940492,,,,,,0.151,,4598.0,0.76,0.7,2016-05-10,Kepler,2016-05-10
3525,Kepler-969,b,Kepler-969 b,Transit,2,34.1731714,,,,,,0.185,,5214.0,0.92,0.82,2016-05-10,Kepler,2016-05-10
3526,Kepler-969,c,Kepler-969 c,Transit,2,1.6829346,,,,,,0.08800000000000001,,5214.0,0.92,0.82,2016-05-10,Kepler,2016-05-10
3527,Kepler-97,b,Kepler-97 b,Transit,2,2.58664,,,,0.011,Mass,0.132,5.44,5779.0,0.94,0.98,2014-05-14,Kepler,2014-05-14
3528,Kepler-97,c,Kepler-97 c,Radial Velocity,2,789.0,,,,1.08,Mass,,,5779.0,0.94,0.98,2014-05-14,W. M. Keck Observatory,2014-05-14
3529,Kepler-970,b,Kepler-970 b,Transit,1,16.73652231,,,,,,0.247,,4511.0,0.7,0.67,2016-05-10,Kepler,2016-05-10
3530,Kepler-971,b,Kepler-971 b,Transit,1,9.59070716,,,,,,0.19,,5431.0,0.88,0.85,2016-05-10,Kepler,2016-05-10
3531,Kepler-972,b,Kepler-972 b,Transit,1,7.03932553,,,,,,0.415,,6146.0,1.15,1.22,2016-05-10,Kepler,2016-05-10
3532,Kepler-973,b,Kepler-973 b,Transit,1,49.6077331,,,,,,0.175,,5213.0,0.86,0.78,2016-05-10,Kepler,2016-05-10
3533,Kepler-974,b,Kepler-974 b,Transit,1,4.19449651,,,,,,0.14,,3687.0,0.52,0.5,2016-05-10,Kepler,2016-05-10
3534,Kepler-975,b,Kepler-975 b,Transit,1,1.97034246,,,,,,0.132,,4897.0,0.8,0.75,2016-05-10,Kepler,2016-05-10
3535,Kepler-976,b,Kepler-976 b,Transit,1,105.9564148,,,,,,0.353,,5232.0,0.87,0.83,2016-05-10,Kepler,2016-05-10
3536,Kepler-977,b,Kepler-977 b,Transit,1,26.85328322,,,,,,0.23399999999999999,,5315.0,0.87,0.83,2016-05-10,Kepler,2016-05-10
3537,Kepler-978,b,Kepler-978 b,Transit,1,49.6221509,,,,,,0.267,,6002.0,1.07,1.09,2016-05-10,Kepler,2016-05-10
3538,Kepler-979,b,Kepler-979 b,Transit,1,8.0880135,,,,,,0.243,,5310.0,0.87,0.83,2016-05-10,Kepler,2016-05-10
3539,Kepler-98,b,Kepler-98 b,Transit,1,1.54168,,,,0.011,Mass,0.17800000000000002,2.18,5539.0,0.99,1.11,2014-05-14,Kepler,2014-05-14
3540,Kepler-980,b,Kepler-980 b,Transit,1,11.55102504,,,,,,0.23800000000000002,,5935.0,1.05,1.06,2016-05-10,Kepler,2016-05-10
3541,Kepler-981,b,Kepler-981 b,Transit,1,4.46975774,,,,,,0.20600000000000002,,5718.0,0.98,0.96,2016-05-10,Kepler,2016-05-10
3542,Kepler-982,b,Kepler-982 b,Transit,1,15.7738221,,,,,,0.201,,6139.0,1.16,1.29,2016-05-10,Kepler,2016-05-10
3543,Kepler-983,b,Kepler-983 b,Transit,1,60.0855082,,,,,,0.21100000000000002,,6052.0,1.13,1.08,2016-05-10,Kepler,2016-05-10
3544,Kepler-984,b,Kepler-984 b,Transit,1,43.0342272,,,,,,0.18899999999999997,,5610.0,0.96,0.93,2016-05-10,Kepler,2016-05-10
3545,Kepler-985,b,Kepler-985 b,Transit,1,116.331901,,,,,,0.266,,5434.0,0.91,0.85,2016-05-10,Kepler,2016-05-10
3546,Kepler-986,b,Kepler-986 b,Transit,1,56.4349938,,,,,,0.21100000000000002,,5642.0,0.96,0.98,2016-05-10,Kepler,2016-05-10
3547,Kepler-987,b,Kepler-987 b,Transit,1,105.3033148,,,,,,0.29100000000000004,,5637.0,0.97,0.91,2016-05-10,Kepler,2016-05-10
3548,Kepler-988,b,Kepler-988 b,Transit,1,17.76080053,,,,,,0.185,,4005.0,0.55,0.53,2016-05-10,Kepler,2016-05-10
3549,Kepler-989,b,Kepler-989 b,Transit,1,7.96431535,,,,,,0.19699999999999998,,5074.0,0.82,0.78,2016-05-10,Kepler,2016-05-10
3550,Kepler-99,b,Kepler-99 b,Transit,1,4.60358,,,,0.019,Mass,0.132,10.9,4782.0,0.79,0.73,2014-05-14,Kepler,2014-05-14
3551,Kepler-990,b,Kepler-990 b,Transit,2,9.91723428,,,,,,0.23199999999999998,,5948.0,1.05,1.08,2016-05-10,Kepler,2016-05-10
3552,Kepler-990,c,Kepler-990 c,Transit,2,0.53835431,,,,,,0.136,,5948.0,1.05,1.08,2016-05-10,Kepler,2016-05-10
3553,Kepler-991,b,Kepler-991 b,Transit,1,82.5342519,,,,,,0.22699999999999998,,4392.0,0.64,0.61,2016-05-10,Kepler,2016-05-10
3554,Kepler-992,b,Kepler-992 b,Transit,1,20.16034462,,,,,,0.145,,4944.0,0.8,0.74,2016-05-10,Kepler,2016-05-10
3555,Kepler-993,b,Kepler-993 b,Transit,1,22.08557563,,,,,,0.265,,3843.0,0.57,0.54,2016-05-10,Kepler,2016-05-10
3556,Kepler-994,b,Kepler-994 b,Transit,1,1.15116651,,,,,,0.14300000000000002,,3934.0,0.56,0.54,2016-05-10,Kepler,2016-05-10
3557,Kepler-995,b,Kepler-995 b,Transit,1,28.26731672,,,,,,0.24100000000000002,,5206.0,0.83,0.8,2016-05-10,Kepler,2016-05-10
3558,Kepler-996,b,Kepler-996 b,Transit,1,3.77059058,,,,,,0.177,,6014.0,1.09,1.14,2016-05-10,Kepler,2016-05-10
3559,Kepler-997,b,Kepler-997 b,Transit,1,2.70730672,,,,,,0.121,,6150.0,1.22,1.56,2016-05-10,Kepler,2016-05-10
3560,Kepler-998,b,Kepler-998 b,Transit,1,5.65377733,,,,,,0.207,,6058.0,1.12,1.18,2016-05-10,Kepler,2016-05-10
3561,Kepler-999,b,Kepler-999 b,Transit,1,5.99185702,,,,,,0.209,,6237.0,1.29,1.65,2016-05-10,Kepler,2016-05-10
3562,LHS 1140,b,LHS 1140 b,Transit,2,24.736959,0.0936,0.06,89.89,0.02196,Mass,0.154,7.5,3216.0,0.18,0.21,2018-12-06,MEarth Project,2018-12-06
3563,LHS 1140,c,LHS 1140 c,Transit,2,3.777931,0.02675,0.31,89.92,0.00569,Mass,0.114,4.7,3216.0,0.18,0.21,2018-12-06,Multiple Observatories,2018-12-06
3564,LHS 3844,b,LHS 3844 b,Transit,1,0.46292913,0.006220000000000001,,88.5,,,0.11599999999999999,,3036.0,0.15,0.19,2019-01-24,Transiting Exoplanet Survey Satellite (TESS),2019-01-24
3565,LkCa 15,b,LkCa 15 b,Imaging,2,,14.7,,50.0,,,,,,,,2015-12-03,Large Binocular Telescope Observatory,2015-12-03
3566,LkCa 15,c,LkCa 15 c,Imaging,2,,18.6,,50.0,,,,,,,,2015-12-03,Large Binocular Telescope Observatory,2015-12-03
3567,Lupus-TR-3,b,Lupus-TR-3 b,Transit,1,3.91405,0.0464,0.0,88.3,0.81,Mass,0.89,1.4,5000.0,0.87,0.82,2014-05-14,Multiple Observatories,2014-05-14
3568,MASCARA-1,b,MASCARA-1 b,Transit,1,2.14878,0.043,0.0,87.0,3.7,Mass,1.5,1.5,7554.0,1.72,2.1,2017-11-02,Multiple Observatories,2017-11-02
3569,MOA-2007-BLG-192L,b,MOA-2007-BLG-192L b,Microlensing,1,,0.62,,,0.01,Mass,,,,0.06,,2014-10-29,MOA,2014-10-29
3570,MOA-2007-BLG-400L,b,MOA-2007-BLG-400L b,Microlensing,1,,0.72,,,0.83,Mass,,,,0.3,,2014-10-29,MOA,2014-10-29
3571,MOA-2008-BLG-310L,b,MOA-2008-BLG-310L b,Microlensing,1,,1.61,,,0.07362,Mass,,,,0.21,,2017-08-03,MOA,2017-08-03
3572,MOA-2008-BLG-379L,b,MOA-2008-BLG-379L b,Microlensing,1,,3.3,,,4.1,Mass,,,,0.56,,2014-10-29,MOA,2014-10-29
3573,MOA-2009-BLG-266L,b,MOA-2009-BLG-266L b,Microlensing,1,2774.0,3.2,,,0.033,Mass,,,,0.56,,2014-10-29,MOA,2014-10-29
3574,MOA-2009-BLG-319L,b,MOA-2009-BLG-319L b,Microlensing,1,,2.4,,,0.16,Mass,,,,0.38,,2014-10-29,MOA,2014-10-29
3575,MOA-2009-BLG-387L,b,MOA-2009-BLG-387L b,Microlensing,1,1982.0,1.82,,52.0,2.56,Mass,,,,0.19,,2015-06-04,MOA,2015-06-04
3576,MOA-2010-BLG-073L,b,MOA-2010-BLG-073L b,Microlensing,1,,1.21,,,11.0,Mass,,,,0.16,,2014-05-14,MOA,2014-05-14
3577,MOA-2010-BLG-117L,b,MOA-2010-BLG-117L b,Microlensing,1,,2.9,,,0.54,Mass,,,,0.58,,2018-04-05,MOA,2018-04-05
3578,MOA-2010-BLG-328L,b,MOA-2010-BLG-328L b,Microlensing,1,,0.92,,,0.02895,Mass,,,,0.11,,2015-06-04,MOA,2015-06-04
3579,MOA-2010-BLG-353L,b,MOA-2010-BLG-353L b,Microlensing,1,,1.72,,,0.27,Mass,,,,0.18,,2016-06-09,MOA,2016-06-09
3580,MOA-2010-BLG-477L,b,MOA-2010-BLG-477L b,Microlensing,1,,2.0,,,1.5,Mass,,,5950.0,0.67,,2014-10-29,MOA,2014-10-29
3581,MOA-2011-BLG-028L,b,MOA-2011-BLG-028L b,Microlensing,1,,4.14,,,0.09439,Mass,,,,0.75,,2016-03-24,MOA,2016-03-24
3582,MOA-2011-BLG-262L,b,MOA-2011-BLG-262L b,Microlensing,1,,0.84,,,0.05662999999999999,Mass,,,,0.12,,2015-06-04,MOA,2015-06-04
3583,MOA-2011-BLG-291L,b,MOA-2011-BLG-291L b,Microlensing,1,,0.69,,,0.05662999999999999,Mass,,,,0.15,,2018-11-29,MOA,2018-11-29
3584,MOA-2011-BLG-293L,b,MOA-2011-BLG-293L b,Microlensing,1,,1.1,,,4.8,Mass,,,,0.86,,2014-05-14,MOA,2014-05-14
3585,MOA-2011-BLG-322L,b,MOA-2011-BLG-322L b,Microlensing,1,,4.3,,,11.6,Mass,,,,0.39,,2014-05-14,MOA,2014-05-14
3586,MOA-2012-BLG-006L,b,MOA-2012-BLG-006L b,Microlensing,1,,10.2,,,8.4,Mass,,,,0.49,,2017-09-15,Multiple Observatories,2017-09-15
3587,MOA-2012-BLG-505L,b,MOA-2012-BLG-505L b,Microlensing,1,,0.9,,,0.02108,Mass,,,,0.1,,2017-06-22,MOA,2017-06-22
3588,MOA-2013-BLG-605L,b,MOA-2013-BLG-605L b,Microlensing,1,,0.94,,,0.01007,Mass,,,,0.03,,2016-05-19,MOA,2016-05-19
3589,MOA-2015-BLG-337L,b,MOA-2015-BLG-337L b,Microlensing,1,,0.24,,,0.10603,Mass,,,,0.01,,2018-11-08,MOA,2018-11-08
3590,MOA-2016-BLG-227L,b,MOA-2016-BLG-227L b,Microlensing,1,,1.67,,,2.8,Mass,,,,0.29,,2017-05-18,MOA,2017-05-18
3591,MOA-2016-BLG-319L,b,MOA-2016-BLG-319L b,Microlensing,1,,0.95,,,0.62,Mass,,,,0.15,,2018-11-29,MOA,2018-11-29
3592,MOA-bin-1L,b,MOA-bin-1L b,Microlensing,1,,8.3,,,3.7,Mass,,,,0.75,,2014-05-14,MOA,2014-05-14
3593,MXB 1658-298,b,MXB 1658-298 b,Eclipse Timing Variations,1,760.0,1.613,,,23.7,Mass,,,,1.98,,2017-07-27,Multiple Observatories,2017-07-27
3594,NGC 2682 Sand 364,b,NGC 2682 Sand 364 b,Radial Velocity,1,121.71,0.53,0.35,,6.69,Msini,,,4284.0,9.06,39.59,2018-09-06,Multiple Observatories,2018-09-06
3595,NGC 2682 Sand 978,b,NGC 2682 Sand 978 b,Radial Velocity,1,511.21,,0.16,,2.18,Msini,,,4200.0,1.37,,2017-03-30,Multiple Observatories,2017-03-30
3596,NGC 2682 YBP 1194,b,NGC 2682 YBP 1194 b,Radial Velocity,1,6.959,,0.3,,0.32,Msini,,,5780.0,1.01,,2016-07-07,Multiple Observatories,2016-07-07
3597,NGC 2682 YBP 1514,b,NGC 2682 YBP 1514 b,Radial Velocity,1,5.118,,0.28,,0.4,Msini,,,5725.0,0.96,,2016-07-07,Multiple Observatories,2016-07-07
3598,NGC 2682 YBP 401,b,NGC 2682 YBP 401 b,Radial Velocity,1,4.087,,0.15,,0.46,Msini,,,6165.0,1.14,,2016-07-07,La Silla Observatory,2016-07-07
3599,NGC 4349 127,b,NGC 4349 127 b,Radial Velocity,1,677.79999,1.68,0.19,,5.9,Msini,,,4445.0,0.64,19.98,2018-09-06,La Silla Observatory,2018-09-06
