Year,Station,Entry-Weekday,Entry-Sat,Entry-Sun,Exit-Weekday,Exit-Sat,Exit-Sun,Entry & Exit-Annual
2010,Northfields                        ,6238,4020,2729,6004,3761,2767,234.20
2010,Northolt                           ,6513,4934,3125,6180,4451,2902,253.47
2010,Northwick Park                     ,6133,2283,1670,5954,2042,1644,197.87
2010,Northwood                          ,3483,1562,841,3015,1448,848,110.52
2010,Northwood Hills                    ,2277,1095,650,1963,964,580,73.46
2010,Notting Hill Gate                  ,24715,30101,15807,24821,35140,17271,1225.28
2010,Oakwood                            ,4623,3240,1980,4538,3288,2102,179.62
2010,Old Street                         ,33310,17804,11569,32776,20658,11008,1201.79
2010,Osterley                           ,3281,2540,1698,3087,2043,1396,126.86
2010,Oval                               ,9047,7123,4749,8400,6021,4350,354.55
2010,Oxford Circus                      ,101616,85570,48092,115788,91020,52526,4419.49
2010,Paddington                         ,67966,49711,38443,68610,48363,35142,2751.36
2010,Park Royal                         ,2673,1647,998,2844,1658,978,101.46
2010,Parsons Green                      ,9611,5771,3445,9072,5065,3345,342.36
2010,Perivale                           ,3319,2227,1385,3223,2086,1312,124.94
2010,Piccadilly Circus                  ,56626,61633,37459,56706,66133,36414,2655.31
2010,Pimlico                            ,13682,8050,5678,12998,7617,5708,498.75
2010,Pinner                             ,3865,1664,976,3708,1591,948,126.77
2010,Plaistow                           ,9879,7116,4588,9503,6294,4504,380.28
2010,Preston Road                       ,4941,2552,1766,4560,2298,1677,169.67
2010,Putney Bridge                      ,8003,6665,4073,8758,6672,4350,342.66
2010,Queen's Park                       ,9047,6239,4245,7447,4749,3592,322.15
2010,Queensbury                         ,5081,2247,1620,5064,2180,1513,173.14
2010,Queensway                          ,13494,13180,10084,13362,12840,9972,614.98
2010,Ravenscourt Park                   ,4180,2325,1488,4149,2199,1530,150.39
2010,Rayners Lane                       ,6403,3628,2427,6328,3407,2337,231.52
2010,Redbridge                          ,4266,2919,1940,4000,2645,1879,160.85
2010,Regent's Park                      ,5505,3194,2401,6434,3988,2975,224.91
2010,Richmond                           ,10774,9780,5000,11224,9328,5099,455.74
2010,Rickmansworth                      ,3612,1427,713,3039,1325,661,109.12
2010,Roding Valley                      ,424,165,81,318,141,75,12.20
2010,Royal Oak                          ,3088,1679,1152,3013,1614,1174,110.63
2010,Ruislip                            ,2461,1550,803,2588,1534,802,92.19
2010,Ruislip Gardens                    ,1708,1351,653,1355,1069,649,61.52
2010,Ruislip Manor                      ,2743,1353,651,2624,1214,660,91.32
2010,Russell Square                     ,21540,16862,12424,21841,16924,12160,897.32
2010,Seven Sisters                      ,20210,14708,10425,18551,12970,9668,776.68
2010,Shepherd's Bush (Cen)              ,32945,32921,20732,30421,30486,19592,1429.13
2010,Shepherd's Bush (H&C)              ,4667,3782,2021,4324,3337,1877,180.78
2010,Sloane Square                      ,23721,16246,9944,23355,16027,9620,907.59
2010,Snaresbrook                        ,4636,2167,1288,3523,1953,1189,143.10
2010,South Ealing                       ,5326,3683,2354,5203,3346,2368,203.66
2010,South Harrow                       ,3622,2928,1985,3709,2969,1992,151.91
2010,South Kensington                   ,45917,34999,26775,45048,35306,25877,1884.22
2010,South Kenton                       ,1609,904,496,1426,814,547,55.02
2010,South Ruislip                      ,2686,2159,1180,2573,1948,1118,105.41
2010,South Wimbledon                    ,6030,3978,2489,5397,3840,2580,222.02
2010,South Woodford                     ,5970,3674,1907,7103,4205,2534,238.88
2010,Southfields                        ,8885,6144,3748,7711,5087,3548,321.80
2010,Southgate                          ,7896,5490,3193,7794,5211,3232,301.67
2010,Southwark                          ,18411,5988,4044,18437,6162,4265,586.34
2010,St. James's Park                   ,23261,6571,3954,24391,7825,4448,736.45
2010,St. John's Wood                    ,10244,5975,4123,10531,5998,4235,383.80
2010,St. Paul's                         ,26622,13379,9983,27361,12938,9152,952.42
2010,Stamford Brook                     ,4241,2559,1564,3941,2189,1466,150.30
2010,Stanmore                           ,4353,2533,1723,4441,2361,1693,160.77
2010,Stepney Green                      ,7128,4021,2839,6440,3296,2508,247.38
2010,Stockwell                          ,14079,9611,6425,11171,8289,5879,501.56
2010,Stonebridge Park                   ,4025,2380,1400,3731,2243,1353,142.56
2010,Stratford                          ,46643,37198,23475,45812,34589,22210,1877.42
2010,Sudbury Hill                       ,3223,1961,1299,3148,1832,1242,118.51
2010,Sudbury Town                       ,3544,2520,1890,3110,1994,1478,131.53
2010,Swiss Cottage                      ,10426,6085,4199,9799,5605,3911,374.28
2010,Temple                             ,16690,4653,2929,17316,4444,2520,515.57
2010,Theydon Bois                       ,1112,700,385,1047,678,362,40.18
2010,Tooting Bec                        ,10449,7275,4637,9540,6195,4555,389.07
2010,Tooting Broadway                   ,20324,14926,9511,20125,13980,9664,800.22
2010,Tottenham Court Road               ,53001,43024,25769,53192,45574,26349,2192.15
2010,Tottenham Hale                     ,13188,10026,6189,13000,8979,5678,517.49
2010,Totteridge & Whetstone             ,3164,1843,1098,2959,1632,1051,111.30
2010,Tower Hill                         ,32539,26513,20207,33343,26291,20130,1388.37
2010,Tufnell Park                       ,6123,5193,3368,5325,4022,2981,238.86
2010,Turnham Green                      ,9385,6180,3881,9545,6089,4062,360.50
2010,Turnpike Lane                      ,14374,11870,7968,14340,10864,8007,595.28
2010,Upminster                          ,7108,4412,1885,7809,4000,1875,262.64
2010,Upminster Bridge                   ,1638,456,179,1613,425,169,48.48
2010,Upney                              ,3387,1704,1036,2994,1437,867,111.13
2010,Upton Park                         ,16709,12875,8452,15782,13283,8034,667.83
2010,Uxbridge                           ,11203,6306,3389,11132,6064,3617,399.08
2010,Vauxhall                           ,32564,21210,14787,28936,18171,13840,1185.49
2010,Victoria                           ,122682,89506,63588,127303,87018,63528,4973.98
2010,Walthamstow Central                ,21689,15918,10411,21273,15299,10938,858.32
2010,Wanstead                           ,3865,2707,1601,3722,2432,1598,146.21
2010,Warren Street                      ,23741,8451,5545,24143,8160,5017,766.48
2010,Warwick Avenue                     ,7153,5053,3285,6376,4512,3317,268.25
2010,Waterloo                           ,130627,84918,46875,134296,85546,49471,4957.91
2010,Watford                            ,2613,1131,718,2466,1079,653,85.65
2010,Wembley Central                    ,6744,6210,3725,6291,6132,3564,283.84
2010,Wembley Park                       ,14027,10526,8212,13715,9729,7790,566.90
2010,West Acton                         ,2571,1853,1121,2423,1643,1084,97.55
2010,West Brompton                      ,6381,4575,3413,6729,4281,3203,258.02
2010,West Finchley                      ,2268,1245,707,2029,1027,703,76.53
2010,West Ham                           ,5495,4036,2736,5078,3646,2604,211.93
2010,West Hampstead                     ,12819,8483,5367,11113,6772,4871,456.45
2010,West Harrow                        ,1888,782,487,1885,807,498,63.03
2010,West Kensington                    ,7860,5543,3710,6450,4188,3108,280.95
2010,West Ruislip                       ,2484,2947,1316,2397,2624,1283,111.99
2010,Westbourne Park                    ,4960,2743,1434,4208,2138,1292,162.19
2010,Westminster                        ,30311,26298,20148,30348,23489,17350,1289.89
2010,White City                         ,13328,7376,4347,13268,7636,4400,479.03
2010,Whitechapel                        ,20972,10588,7613,21239,10721,7764,751.44
2010,Willesden Green                    ,11737,7647,5504,11104,6484,5300,437.69
2010,Willesden Junction                 ,6298,4210,2253,6362,3895,2370,236.93
2010,Wimbledon                          ,19594,12640,8473,17635,11513,8440,717.03
2010,Wimbledon Park                     ,3310,2561,1516,2945,2169,1399,125.43
2010,Wood Green                         ,17323,13866,9269,16189,12681,8966,693.08
2010,Wood Lane                          ,4939,4081,2256,5505,4403,2252,210.67
2010,Woodford                           ,8070,5090,2836,6346,4234,2625,272.24
2010,Woodside Park                      ,4214,2454,1555,4051,2506,1733,153.82
2011,Acton Town                         ,8702,6326,4216,8392,5976,4223,340.57
2011,Aldgate                            ,11319,2358,2251,10919,3676,2758,344.74
2011,Aldgate East                       ,15045,8983,8051,13957,8177,7672,560.93
2011,Alperton                           ,4478,3357,2373,4665,3384,2399,184.39
2011,Amersham                           ,3461,1496,975,3775,1582,869,120.78
2011,Angel                              ,27812,21215,12655,27740,21851,12446,1114.11
2011,Archway                            ,13511,9146,5741,12556,7138,5108,493.22
2011,Arnos Grove                        ,6711,5162,3129,6268,4648,3067,260.76
2011,Arsenal                            ,4923,4534,2807,4281,3508,2634,198.01
2011,Baker Street                       ,43877,28850,20798,41869,27280,19966,1663.39
2011,Balham                             ,18448,13543,8334,17769,12143,7961,711.10
2011,Bank & Monument                    ,87174,21429,11706,87584,21639,11203,2598.23
2011,Barbican                           ,16173,6673,3769,15812,6849,3576,529.57
2011,Barking                            ,22912,15199,10192,21587,13841,9937,857.51
2011,Barkingside                        ,1994,977,653,1872,1012,622,68.41
2011,Barons Court                       ,11409,6579,4365,10111,5062,3867,391.50
2011,Bayswater                          ,7284,7711,6390,6972,7242,5756,342.22
2011,Becontree                          ,4658,2820,1707,4345,2645,1642,166.94
2011,Belsize Park                       ,9766,5601,3796,9061,4874,3658,345.32
2011,Bermondsey                         ,12166,8160,5653,11173,7462,5580,455.95
2011,Bethnal Green                      ,23818,19716,13643,21829,17909,13159,964.30
2011,Blackfriars                        ,0,0,0,0,0,0,0.00
2011,Blackhorse Road                    ,10718,7296,4945,9820,6482,4479,399.21
2011,Bond Street                        ,57023,44164,25411,56033,41408,24914,2251.55
2011,Borough                            ,7365,4650,3050,7339,4798,3085,279.27
2011,Boston Manor                       ,3011,2119,1451,2973,1842,1396,116.43
2011,Bounds Green                       ,9048,6775,4686,8292,5933,4548,350.88
2011,Bow Road                           ,8216,5324,3700,8008,5174,3612,311.69
2011,Brent Cross                        ,3568,2382,2006,3341,2182,1791,137.08
2011,Brixton                            ,36383,26562,18140,33521,25148,18046,1411.27
2011,Bromley-by-Bow                     ,4621,2527,1873,4413,2292,1765,164.58
2011,Buckhurst Hill                     ,3155,1892,904,3001,1674,906,110.51
2011,Burnt Oak                          ,6265,4165,2796,5765,3931,2681,233.63
2011,Caledonian Road                    ,8709,6011,4239,7866,5340,4066,327.37
2011,Camden Town                        ,27850,35419,16704,29045,40891,27751,1447.85
2011,Canada Water                       ,14889,12676,9281,14842,12175,9233,635.23
2011,Canary Wharf                       ,80732,28729,19895,82010,29214,20838,2639.00
2011,Canning Town                       ,13158,11872,8450,12622,11027,8456,564.53
2011,Cannon Street                      ,8469,0,0,7529,0,0,200.96
2011,Canons Park                        ,3141,1478,905,3039,1363,862,105.73
2011,Chalfont & Latimer                 ,2127,850,545,1985,808,500,68.14
2011,Chalk Farm                         ,8078,7104,5803,6677,5352,3641,318.95
2011,Chancery Lane                      ,28614,7778,4136,29768,7509,3825,875.47
2011,Charing Cross                      ,29282,25963,16562,29802,24443,16385,1249.01
2011,Chesham                            ,1165,519,304,916,551,289,36.38
2011,Chigwell                           ,882,366,195,693,376,179,26.69
2011,Chiswick Park                      ,3109,1711,1078,3454,1718,1131,116.56
2011,Chorleywood                        ,1685,666,346,1472,641,324,51.87
2011,Clapham Common                     ,12976,11772,7179,14304,13144,7365,582.85
2011,Clapham North                      ,7947,7832,4911,9609,7640,4929,374.13
2011,Clapham South                      ,12818,8563,5795,12063,7564,5797,480.57
